recordId,acm,dblp,similarityScore
5390972920f70186a0dfaca453e9b7fcb7602d97043ab826,"{'publicationTitle': 'The Priority R-tree: a practically efficient and worst-case optimal R-tree', 'Authors': ""['Lars Arge', 'Mark de Berg', 'Herman J. Haverkort', 'Ke Yi']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfaca4'}","{'publicationTitle': 'The Priority R-Tree: A Practically Efficient and Worst-Case Optimal R-Tree.', 'Authors': ""['Lars Arge', 'Mark de Berg', 'Herman J. Haverkort', 'Ke Yi']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9b7fcb7602d97043ab826'}",0.8181818181818181
5390972920f70186a0dfaca053e9afbab7602d9703a07647,"{'publicationTitle': 'Online maintenance of very large random samples', 'Authors': ""['Christopher Jermaine', 'Abhijit Pol', 'Subramanian Arumugam']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfaca0'}","{'publicationTitle': 'Online Maintenance of Very Large Random Samples.', 'Authors': ""['Chris Jermaine', 'Abhijit Pol', 'Subramanian Arumugam']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9afbab7602d9703a07647'}",0.75
5390972920f70186a0dfaca553e9af40b7602d970397d55a,"{'publicationTitle': 'Integrating vertical and horizontal partitioning into automated physical database design', 'Authors': ""['Sanjay Agrawal', 'Vivek Narasayya', 'Beverly Yang']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfaca5'}","{'publicationTitle': 'Integrating Vertical and Horizontal Partitioning Into Automated Physical Database Design.', 'Authors': ""['Sanjay Agrawal', 'Vivek R. Narasayya', 'Beverly Yang']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9af40b7602d970397d55a'}",0.8181818181818181
5390972920f70186a0dfaca153e99ebdb7602d9702783702,"{'publicationTitle': 'Conditional selectivity for statistics on query expressions', 'Authors': ""['Nicolas Bruno', 'Surajit Chaudhuri']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfaca1'}","{'publicationTitle': 'Conditional Selectivity for Statistics on Query Expressions.', 'Authors': ""['Nicolas Bruno', 'Surajit Chaudhuri']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e99ebdb7602d9702783702'}",0.75
5390972920f70186a0dfacad53e9a455b7602d9702d724e6,"{'publicationTitle': 'Computing Clusters of Correlation Connected objects', 'Authors': ""['Christian Böhm', 'Karin Kailing', 'Peer Kröger', 'Arthur Zimek']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacad'}","{'publicationTitle': 'Computing Clusters of Correlation Connected Objects.', 'Authors': ""['Christian Böhm', 'Karin Kailing', 'Peer Kröger', 'Arthur Zimek']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9a455b7602d9702d724e6'}",0.7142857142857143
5390972920f70186a0dfac9953e9b93eb7602d9704527141,"{'publicationTitle': 'Fast computation of database operations using graphics processors', 'Authors': ""['Naga K. Govindaraju', 'Brandon Lloyd', 'Wei Wang', 'Ming Lin', 'Dinesh Manocha']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfac99'}","{'publicationTitle': 'Fast Computation of Database Operations using Graphics Processors.', 'Authors': ""['Naga K. Govindaraju', 'Brandon Lloyd', 'Wei Wang 0010', 'Ming C. Lin', 'Dinesh Manocha']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9b93eb7602d9704527141'}",0.7777777777777778
5390972920f70186a0dfac9e53e9b891b7602d9704464f49,"{'publicationTitle': 'A bi-level Bernoulli scheme for database sampling', 'Authors': ""['Peter J. Haas', 'Christian König']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfac9e'}","{'publicationTitle': 'A Bi-Level Bernoulli Scheme for Database Sampling.', 'Authors': ""['Peter J. Haas', 'Christian Koenig']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9b891b7602d9704464f49'}",0.75
5390972920f70186a0dfac9253e9af0cb7602d9703940b40,"{'publicationTitle': 'Identifying similarities, periodicities and bursts for online search queries', 'Authors': ""['Michail Vlachos', 'Christopher Meek', 'Zografoula Vagena', 'Dimitrios Gunopulos']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfac92'}","{'publicationTitle': 'Identifying Similarities, Periodicities and Bursts for Online Search Queries.', 'Authors': ""['Michail Vlachos', 'Christopher Meek', 'Zografoula Vagena', 'Dimitrios Gunopulos']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9af0cb7602d9703940b40'}",0.8
5390972920f70186a0dfac9b53e9be2eb7602d9704ae9d64,"{'publicationTitle': 'Data stream management for historical XML data', 'Authors': ""['Sujoe Bose', 'Leonidas Fegaras']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfac9b'}","{'publicationTitle': 'Data Stream Management for Historical XML Data.', 'Authors': ""['Sujoe Bose', 'Leonidas Fegaras']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9be2eb7602d9704ae9d64'}",0.8571428571428572
5390972920f70186a0dfacb353e9a675b7602d9702fa8dac,"{'publicationTitle': 'Compressing historical information in sensor networks', 'Authors': ""['Antonios Deligiannakis', 'Yannis Kotidis', 'Nick Roussopoulos']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacb3'}","{'publicationTitle': 'Compressing Historical Information in Sensor Networks.', 'Authors': ""['Antonios Deligiannakis', 'Yannis Kotidis', 'Nick Roussopoulos']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9a675b7602d9702fa8dac'}",0.7142857142857143
5390972920f70186a0dfacb553e9ac95b7602d970366bbc7,"{'publicationTitle': 'Extending query rewriting techniques for fine-grained access control', 'Authors': ""['Shariq Rizvi', 'Alberto Mendelzon', 'S. Sudarshan', 'Prasan Roy']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacb5'}","{'publicationTitle': 'Extending Query Rewriting Techniques for Fine-Grained Access Control.', 'Authors': ""['Shariq Rizvi', 'Alberto O. Mendelzon', 'S. Sudarshan 0001', 'Prasan Roy']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9ac95b7602d970366bbc7'}",0.7777777777777778
5390972920f70186a0dfacb953e9b0d8b7602d9703b5234e,"{'publicationTitle': 'Indexing spatio-temporal trajectories with Chebyshev polynomials', 'Authors': ""['Yuhan Cai', 'Raymond Ng']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacb9'}","{'publicationTitle': 'Indexing Spatio-Temporal Trajectories with Chebyshev Polynomials.', 'Authors': ""['Yuhan Cai', 'Raymond T. Ng']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9b0d8b7602d9703b5234e'}",0.7142857142857143
5390972920f70186a0dfacc353e9bcd9b7602d970495d880,"{'publicationTitle': 'TOSS: an extension of TAX with ontologies and similarity queries', 'Authors': ""['Edward Hung', 'Yu Deng', 'V. S. Subrahmanian']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacc3'}","{'publicationTitle': 'TOSS: An Extension of TAX with Ontologies and Similarity Queries.', 'Authors': ""['Edward Hung', 'Yu Deng', 'V. S. Subrahmanian']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9bcd9b7602d970495d880'}",0.8181818181818181
5390972920f70186a0dfacc253e9b4a5b7602d9703fb482d,"{'publicationTitle': 'Spatially-decaying aggregation over a network: model and algorithms', 'Authors': ""['Edith Cohen', 'Haim Kaplan']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacc2'}","{'publicationTitle': 'Spatially-decaying aggregation over a network: model and algorithms.', 'Authors': ""['Edith Cohen', 'Haim Kaplan']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9b4a5b7602d9703fb482d'}",0.7777777777777778
5390972920f70186a0dfac9453e9a6f5b7602d97030287a5,"{'publicationTitle': 'Diamond in the rough: finding Hierarchical Heavy Hitters in multi-dimensional data', 'Authors': ""['Graham Cormode', 'Flip Korn', 'S. Muthukrishnan', 'Divesh Srivastava']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfac94'}","{'publicationTitle': 'Diamond in the Rough: Finding Hierarchical Heavy Hitters in Multi-Dimensional Data.', 'Authors': ""['Graham Cormode', 'Flip Korn', 'S. Muthukrishnan', 'Divesh Srivastava']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9a6f5b7602d97030287a5'}",0.8181818181818181
5390972920f70186a0dfac9053e9adb6b7602d97037b6b56,"{'publicationTitle': 'Understanding Web query interfaces: best-effort parsing with hidden syntax', 'Authors': ""['Zhen Zhang', 'Bin He', 'Kevin Chen-Chuan Chang']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfac90'}","{'publicationTitle': 'Understanding Web Query Interfaces: Best-Effort Parsing with Hidden Syntax.', 'Authors': ""['Zhen Zhang', 'Bin He', 'Kevin Chen-Chuan Chang']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9adb6b7602d97037b6b56'}",0.8
5390972920f70186a0dfac9653e9ac82b7602d970365667d,"{'publicationTitle': 'Optimization of query streams using semantic prefetching', 'Authors': ""['Ivan T. Bowman', 'Kenneth Salem']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfac96'}","{'publicationTitle': 'Optimization of Query Streams Using Semantic Prefetching.', 'Authors': ""['Ivan T. Bowman', 'Kenneth Salem']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9ac82b7602d970365667d'}",0.75
5390972920f70186a0dfac9553e99ad0b7602d97023502b2,"{'publicationTitle': 'Cost-based labeling of groups of mass spectra', 'Authors': ""['Lei Chen', 'Zheng Huang', 'Raghu Ramakrishnan']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfac95'}","{'publicationTitle': 'Cost-Based Labeling of Groups of Mass Spectra.', 'Authors': ""['Lei Chen 0003', 'Zheng Huang', 'Raghu Ramakrishnan']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e99ad0b7602d97023502b2'}",0.7142857142857143
5390972920f70186a0dfacc953e9b7c7b7602d9704374e05,"{'publicationTitle': 'Toward a progress indicator for database queries', 'Authors': ""['Gang Luo', 'Jeffrey F. Naughton', 'Curt J. Ellmann', 'Michael W. Watzke']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacc9'}","{'publicationTitle': 'Toward a Progress Indicator for Database Queries.', 'Authors': ""['Gang Luo', 'Jeffrey F. Naughton', 'Curt J. Ellmann', 'Michael Watzke']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9b7c7b7602d9704374e05'}",0.75
5390972920f70186a0dfaccd53e9b31bb7602d9703de35ca,"{'publicationTitle': 'Query sampling in DB2 Universal Database', 'Authors': ""['Jarek Gryz', 'Junjie Guo', 'Linqi Liu', 'Calisto Zuzarte']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfaccd'}","{'publicationTitle': 'Query Sampling in DB2 Universal Database.', 'Authors': ""['Jarek Gryz', 'Junjie Guo', 'Linqi Liu', 'Calisto Zuzarte']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9b31bb7602d9703de35ca'}",0.7142857142857143
5390972920f70186a0dfacc853e9b275b7602d9703d18778,"{'publicationTitle': 'On the integration of structure indexes and inverted lists', 'Authors': ""['Raghav Kaushik', 'Rajasekar Krishnamurthy', 'Jeffrey F. Naughton', 'Raghu Ramakrishnan']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacc8'}","{'publicationTitle': 'On the Integration of Structure Indexes and Inverted Lists.', 'Authors': ""['Raghav Kaushik', 'Rajasekar Krishnamurthy', 'Jeffrey F. Naughton', 'Raghu Ramakrishnan']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9b275b7602d9703d18778'}",0.8
5390972920f70186a0dfacc753e99bdcb7602d970248525b,"{'publicationTitle': 'When one sample is not enough: improving text database selection using shrinkage', 'Authors': ""['Panagiotis G. Ipeirotis', 'Luis Gravano']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacc7'}","{'publicationTitle': 'When one Sample is not Enough: Improving Text Database Selection Using Shrinkage.', 'Authors': ""['Panagiotis G. Ipeirotis', 'Luis Gravano']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e99bdcb7602d970248525b'}",0.8461538461538461
5390972920f70186a0dfacc453e9a40eb7602d9702d26751,"{'publicationTitle': 'Information-theoretic tools for mining database structure from large data sets', 'Authors': ""['Periklis Andritsos', 'Renée J. Miller', 'Panayiotis Tsaparas']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacc4'}","{'publicationTitle': 'Information-Theoretic Tools for Mining Database Structure from Large Data Sets.', 'Authors': ""['Periklis Andritsos', 'Renée J. Miller', 'Panayiotis Tsaparas']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9a40eb7602d9702d26751'}",0.8181818181818181
5390972920f70186a0dfac8b53e9b923b7602d970450eb39,"{'publicationTitle': 'BLAS: an efficient XPath processing system', 'Authors': ""['Yi Chen', 'Susan B. Davidson', 'Yifeng Zheng']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfac8b'}","{'publicationTitle': 'BLAS: An Efficient XPath Processing System.', 'Authors': ""['Yi Chen 0001', 'Susan B. Davidson', 'Yifeng Zheng']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9b923b7602d970450eb39'}",0.7142857142857143
5390972920f70186a0dfac9353e9b0abb7602d9703b15178,"{'publicationTitle': 'FARMER: finding interesting rule groups in microarray datasets', 'Authors': ""['Gao Cong', 'Anthony K. H. Tung', 'Xin Xu', 'Feng Pan', 'Jiong Yang']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfac93'}","{'publicationTitle': 'FARMER: Finding Interesting Rule Groups in Microarray Datasets.', 'Authors': ""['Gao Cong', 'Anthony K. H. Tung', 'Xin Xu', 'Feng Pan', 'Jiong Yang']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9b0abb7602d9703b15178'}",0.7777777777777778
5390972920f70186a0dfacda53e9b844b7602d9704405a6d,"{'publicationTitle': 'Requirements and policy challenges in highly secure environments', 'Authors': ""['Dean E. Hall']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacda'}","{'publicationTitle': 'Requirements and Policy Challenges in Highly Secure Environments.', 'Authors': ""['Dean E. Hall']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9b844b7602d9704405a6d'}",0.7777777777777778
5390972920f70186a0dface953e9b50bb7602d970403c777,"{'publicationTitle': 'Load management and high availability in the Medusa distributed stream processing system', 'Authors': ""['Magdalena Balazinska', 'Hari Balakrishnan', 'Michael Stonebraker']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dface9'}","{'publicationTitle': 'Load Management and High Availability in the Medusa Distributed Stream Processing System.', 'Authors': ""['Magdalena Balazinska', 'Hari Balakrishnan', 'Michael Stonebraker']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9b50bb7602d970403c777'}",0.8461538461538461
5390972920f70186a0dfacea53e9b091b7602d9703afbc94,"{'publicationTitle': 'StreaMon: an adaptive engine for stream query processing', 'Authors': ""['Shivnath Babu', 'Jennifer Widom']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacea'}","{'publicationTitle': 'StreaMon: An Adaptive Engine for Stream Query Processing.', 'Authors': ""['Shivnath Babu', 'Jennifer Widom']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9b091b7602d9703afbc94'}",0.7777777777777778
5390972920f70186a0dface453e9a627b7602d9702f5406b,"{'publicationTitle': 'MAIDS: mining alarming incidents from data streams', 'Authors': ""['Y. Dora Cai', 'David Clutter', 'Greg Pape', 'Jiawei Han', 'Michael Welge', 'Loretta Auvil']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dface4'}","{'publicationTitle': 'MAIDS: Mining Alarming Incidents from Data Streams.', 'Authors': ""['Y. Dora Cai', 'David Clutter', 'Greg Pape', 'Jiawei Han', 'Michael Welge', 'Loretta Auvil']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9a627b7602d9702f5406b'}",0.75
5390972920f70186a0dface853e998f6b7602d9702130587,"{'publicationTitle': 'Web-CAM: monitoring the dynamic Web to respond to continual queries', 'Authors': ""['Shaveen Garg', 'Krithi Ramamritham', 'Soumen Chakrabarti']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dface8'}","{'publicationTitle': 'Web-CAM: Monitoring the dynamic Web to respond to Continual Queries.', 'Authors': ""['Shaveen Garg', 'Krithi Ramamritham', 'Soumen Chakrabarti']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e998f6b7602d9702130587'}",0.8
5390972920f70186a0dfacf353e9a210b7602d9702b16118,"{'publicationTitle': 'LexEQUAL: multilexical matching operator in SQL', 'Authors': ""['A. Kumaran', 'Jayant R. Haritsa']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacf3'}","{'publicationTitle': 'LexEQUAL: Multilexical Matching Operator in SQL.', 'Authors': ""['A. Kumaran', 'Jayant R. Haritsa']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9a210b7602d9702b16118'}",0.7142857142857143
5390972920f70186a0dfacf453e9af4db7602d970398eea4,"{'publicationTitle': 'ITQS: an integrated transport query system', 'Authors': ""['B. Huang', 'Z. Huang', 'H. Li', 'D. Lin', 'H. Lu', 'Y. Song']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacf4'}","{'publicationTitle': 'ITQS: An Integrated Transport Query System.', 'Authors': ""['Bo Huang 0001', 'Zhiyong Huang', 'Dan Lin', 'Hua Lu', 'Yaxiao Song', 'Hongga Li']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9af4db7602d970398eea4'}",0.7142857142857143
5390972920f70186a0dfacf953e9bc96b7602d970491374f,"{'publicationTitle': 'Security of shared data in large systems: state of the art and research directions', 'Authors': ""['Arnon Rosenthal', 'Marianne Winslett']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacf9'}","{'publicationTitle': 'Security of Shared Data in Large Systems: State of the Art and Research Directions.', 'Authors': ""['Arnon Rosenthal', 'Marianne Winslett']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '53e9bc96b7602d970491374f'}",0.8571428571428572
5390972920f70186a0dfacf953e9bc96b7602d970491374f,"{'publicationTitle': 'Security of shared data in large systems: state of the art and research directions', 'Authors': ""['Arnon Rosenthal', 'Marianne Winslett']"", 'yearOfPublication': 2004, 'publicationVenue': 'SIGMOD', 'publicationID': '5390972920f70186a0dfacf9'}","{'publicationTitle': 'Security of Shared Data in Large Systems: State of the Art and Research Directions.', 'Authors': ""['Arnon Rosenthal', 'Marianne Winslett']"", 'yearOfPublication': 2004, 'publicationVenue': 'VLDB', 'publicationID': '53e9bc96b7602d970491374f'}",0.8571428571428572
